Observation,Region,Country,Latitude,Longitude,GC,MAT,MAP,Biomes,Biomes_Detail,Sand,Silt,Clay,Magnitude1,Magnitude2,Magnitude3,LUC,LUC_Detail,Duration,Depth,pH_C,pH_T,RR_pH,pH,pH_var,Csoil,Csoil_var,Nsoil,Nsoil_var,CNsoil,CNsoil_var,Nmin,Nmin_var,Nfixation,Nfixation_var,Nitrification,Nitrification_var,Denitrification,Denitrification_var,Meth,Meth_var,MicrobialBiomass,MicrobialBiomass_var,MicrobialBiomass_Detail,Respiration,Respiration_var,Respiration_Detail,MicrobialGroup,MicrobialGroup1,MicrobialGroup_Detail,OTU,OTU_var,Chao,Chao_var,ACE,ACE_var,Shannon,Shannon_var,BG,BG_var,AG,AG_var,NAG,NAG_var,LAP,LAP_var,AP,AP_var,CEL,CEL_var,XYL,XYL_var,PO,PO_var,PER,PER_var,Urease,Urease_var,Invertase, Invertase_var,EnzymeMethod,EnzymeTem
995,,,25.14166667,108.2833333,N_P,20.0,1493.0,Grassland,Karst grassland,,,,10.0,5.0,,,,2.0,0–10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fungi,Fungi,Mycorrhiza,0.013724534,0.000797797,0.048983355,0.001137921,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,,,25.14166667,108.2833333,N,20.0,1493.0,Grassland,Karst grassland,,,,10.0,,,,,3.0,0–10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fungi,Fungi,Mycorrhiza,0.002480471,0.000444558,-0.002695512,0.000461354,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,,,25.14166667,108.2833333,P,20.0,1493.0,Grassland,Karst grassland,,,,5.0,,,,,3.0,0–10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fungi,Fungi,Mycorrhiza,0.069450558,0.000271676,0.067469902,0.000361043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,,,25.14166667,108.2833333,N_P,20.0,1493.0,Grassland,Karst grassland,,,,10.0,5.0,,,,3.0,0–10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fungi,Fungi,Mycorrhiza,0.035325693,0.00087945,0.044596029,0.000200987,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,Tibetan Plateau,China,30.78333333,90.96666667,PPT+,-0.6,415.0,Grassland,Kobresia macrantha and Stipa purpurea,,,,15.0,,,,,2.0,0–10,7.81,7.71,-0.012886776,-0.1,0.000162763,0.136638375,0.004366842,0.141797912,0.005558885,-0.008648703,0.00048234,,,,,,,,,,,,,,,,,Bacteria,Bacteria,,,,0.013844346,9.75629e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,,,30.78333333,90.96666667,PPT+,-0.6,415.0,Grassland,Kobresia macrantha and Stipa purpurea,,,,30.0,,,,,2.0,0–10,7.81,7.81,0.0,0.0,8.19725e-05,0.058189293,0.008139512,0.060624622,0.006694068,-0.008648703,0.000935041,,,,,,,,,,,,,,,,,Bacteria,Bacteria,,,,0.012158778,4.92997e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,,,30.78333333,90.96666667,W,-0.6,415.0,Grassland,Kobresia macrantha and Stipa purpurea,,,,2.0,,,,,2.0,0–10,7.81,7.79,-0.002564104,-0.02,0.000139657,0.052200056,0.011104142,0.086034337,0.010627593,-0.037285021,0.001123881,,,,,,,,,,,,,,,,,Bacteria,Bacteria,,,,-0.028921259,7.62526e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,Inner Mongolia,China,42.03333333,116.2833333,PPT+,2.1,383.0,Grassland,Semi-arid grassland,62.8,20.3,16.9,30.0,,,,,5.0,0–10,7.22,7.32,0.013755375,0.1,0.000280627,-0.029558802,0.040728777,-0.007380107,0.005729813,-0.022178695,0.021060631,,,,,-0.179693434,0.275849415,,,,,,,,0.067446641,0.001195703,lad,Bacteria,Bacteria,,0.034555314,0.035901007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,,,42.03333333,116.2833333,N,2.1,383.0,Grassland,Semi-arid grassland,,,,10.0,,,,,5.0,0–10,7.22,6.43,-0.115880415,-0.79,0.000115767,0.203138962,0.016488793,-0.084341148,0.003825198,0.28748011,0.021060631,,,,,1.830473981,0.164830153,,,,,,,,-0.099733162,0.001529703,lad,Bacteria,Bacteria,,-0.007842681,0.034346049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,,,42.03333333,116.2833333,N_PPT+,2.1,383.0,Grassland,,,,,10.0,30.0,,,,5.0,0–10,7.22,6.78,-0.062877851,-0.44,0.000722691,0.152762755,0.010746139,-0.084341148,0.003057198,0.237103903,0.021060631,,,,,1.768463907,0.170509553,,,,,,,,0.039637862,0.001412961,lad,Bacteria,Bacteria,,0.04581173,0.014692217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,Hesse-Darmstadt ,Germany,50.53333333,8.683333333,eCO2,9.4,558.0,Grassland,Seminatural grassland (low moisture soil),,,,80.0,,,,,15.0,0–5,5.936666667,5.936666667,0.0,0.0,0.00054099,0.112916846,0.035472937,-0.042559614,0.018839869,0.13492202,0.32638813,,,,,,,,,,,,,,,,,Fungi,Fungi,Mycorrhiza,0.194635789,0.013959074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,,Ireland,52.26666667,-6.5,P,9.6,1022.0,Grassland,,51.0,31.0,18.0,1.5,,,,,45.0,,5.39,5.77,0.068126696,0.38,0.000178157,0.035878288,0.151958249,0.093745409,0.012187841,-0.057867122,0.021060631,,,,,,,,,,,0.340698051,0.036338278,MBP,,,,Specialized,Phosphorus mineraliser,phod,-0.047816024,0.015620679,,,,,-0.009775249,0.000778629,,,,,,,,,-0.229277577,0.001061663,,,,,,,,,,,,,Microplates,30
1193,,,52.26666667,-6.5,P,9.6,1022.0,Grassland,,,,,3.0,,,,,45.0,,5.39,5.63,0.043564057,0.24,4.35984e-05,0.051179133,0.020932814,0.120237025,0.019666251,-0.069057892,0.021060631,,,,,,,,,,,0.636985289,0.032700912,MBP,,,,Specialized,Phosphorus mineraliser,phod,-0.154339576,0.017473655,,,,,-0.039687748,0.000971595,,,,,,,,,-0.230135472,0.001861477,,,,,,,,,,,,,Microplates,30
1194,,,52.26666667,-6.5,P,9.6,1022.0,Grassland,,,,,1.5,,,,,45.0,,5.64,5.91,0.046761766,0.27,0.0017328,0.054213817,0.003444766,0.031119909,0.015191919,0.023093908,0.021060631,,,,,,,,,,,-0.068183386,0.027185075,MBP,,,,Specialized,Phosphorus mineraliser,phod,-0.027850621,0.008993951,,,,,-0.006179216,0.000615625,,,,,,,,,-0.212746488,0.002551442,,,,,,,,,,,,,Microplates,30
1195,,,52.26666667,-6.5,P,9.6,1022.0,Grassland,,,,,3.0,,,,,45.0,,5.64,5.86,0.038265538,0.22,0.001957144,-0.066211229,0.003325081,-0.071458964,0.037695599,0.005247735,0.021060631,,,,,,,,,,,-0.003985026,0.028311579,MBP,,,,Specialized,Phosphorus mineraliser,phod,0.312730085,0.0681432,,,,,0.055902778,0.00262634,,,,,,,,,-0.261319584,0.000815389,,,,,,,,,,,,,Microplates,30
1198,Qinghai,China,37.61666667,101.2,N,-1.425,501.3,Grassland,Alpine meadow,,,,10.0,,,,,3.0,0–10,7.32,7.18,-0.019310945,-0.14,0.002060779,-0.066903926,0.001825771,-0.063513406,0.0014748,-0.00339052,0.021060631,,,,,,,,,,,,,,,,,Specialized,Nitrifiers,AOB,-0.019659089,0.013959074,,,,,0.16125837,0.007567518,,,,,,,,,,,,,,,,,,,,,,,,
1199,,,37.61666667,101.2,P,-1.425,501.3,Grassland,Alpine meadow,,,,5.0,,,,,3.0,0–10,7.32,7.67,0.046706287,0.35,0.001144785,-0.03289255,0.00277158,-0.031252544,0.001404832,-0.001640007,0.021060631,,,,,,,,,,,,,,,,,Specialized,Nitrifiers,AOB,-0.02860798,0.013959074,,,,,-0.015166067,0.007567518,,,,,,,,,,,,,,,,,,,,,,,,
1200,,,37.61666667,101.2,N_P,-1.425,501.3,Grassland,Alpine meadow,,,,10.0,5.0,,,,3.0,0–10,7.32,7.01,-0.043272627,-0.31,0.002081374,-0.01240326,0.004677622,-0.015504187,0.002959196,0.003100927,0.021060631,,,,,,,,,,,,,,,,,Specialized,Nitrifiers,AOB,-0.007254388,0.013959074,,,,,0.121476756,0.007567518,,,,,,,,,,,,,,,,,,,,,,,,
1201,,,37.61666667,101.2,N,-1.425,501.3,Grassland,Alpine meadow,,,,10.0,,,,,3.0,0–10,7.32,7.18,-0.019310945,-0.14,0.002060779,-0.066903926,0.001825771,-0.063513406,0.0014748,-0.00339052,0.021060631,,,,,,,,,,,,,,,,,Specialized,Nitrifiers,AOA,-0.028593064,0.013959074,,,,,0.022193675,0.007567518,,,,,,,,,,,,,,,,,,,,,,,,
1202,,,37.61666667,101.2,P,-1.425,501.3,Grassland,Alpine meadow,,,,5.0,,,,,3.0,0–10,7.32,7.67,0.046706287,0.35,0.001144785,-0.03289255,0.00277158,-0.031252544,0.001404832,-0.001640007,0.021060631,,,,,,,,,,,,,,,,,Specialized,Nitrifiers,AOA,-0.051058355,0.013959074,,,,,0.009679994,0.007567518,,,,,,,,,,,,,,,,,,,,,,,,
1203,,,37.61666667,101.2,N_P,-1.425,501.3,Grassland,Alpine meadow,,,,10.0,5.0,,,,3.0,0–10,7.32,7.01,-0.043272627,-0.31,0.002081374,-0.01240326,0.004677622,-0.015504187,0.002959196,0.003100927,0.021060631,,,,,,,,,,,,,,,,,Specialized,Nitrifiers,AOA,-0.030089968,0.013959074,,,,,0.017115854,0.007567518,,,,,,,,,,,,,,,,,,,,,,,,
